location,Mname,date
CAN,Oxford/AstraZeneca,2022/9/19
CAN,Pfizer/BioNTech,2022/9/19
CAN,Johnson&Johnson,2022/9/20
CAN,Medicago,2022/9/20
CAN,Moderna,2022/9/20
CAN,Novavax,2022/9/20
CAN,Oxford/AstraZeneca,2022/9/20
CAN,Pfizer/BioNTech,2022/9/20
CAN,Johnson&Johnson,2022/9/21
CAN,Medicago,2022/9/21
CAN,Moderna,2022/9/21
CAN,Novavax,2022/9/21
CAN,Oxford/AstraZeneca,2022/9/21
CAN,Pfizer/BioNTech,2022/9/21
CAN,Johnson&Johnson,2022/9/22
CAN,Medicago,2022/9/22
CAN,Moderna,2022/9/22
CAN,Novavax,2022/9/22
CAN,Oxford/AstraZeneca,2022/9/22
CAN,Pfizer/BioNTech,2022/9/22
CAN,Johnson&Johnson,2022/9/23
CAN,Medicago,2022/9/23
CAN,Moderna,2022/9/23
CAN,Novavax,2022/9/23
CAN,Oxford/AstraZeneca,2022/9/23
CAN,Pfizer/BioNTech,2022/9/23
CAN,Johnson&Johnson,2022/9/24
CAN,Medicago,2022/9/24
CAN,Moderna,2022/9/24
CAN,Novavax,2022/9/24
CAN,Oxford/AstraZeneca,2022/9/24
CAN,Pfizer/BioNTech,2022/9/24
CAN,Johnson&Johnson,2022/9/25
CAN,Medicago,2022/9/25
CAN,Moderna,2022/9/25
CAN,Novavax,2022/9/25
CAN,Oxford/AstraZeneca,2022/9/25
CAN,Pfizer/BioNTech,2022/9/25
CAN,Johnson&Johnson,2022/9/26
CAN,Medicago,2022/9/26
CAN,Moderna,2022/9/26
CAN,Novavax,2022/9/26
CAN,Oxford/AstraZeneca,2022/9/26
CAN,Pfizer/BioNTech,2022/9/26
CAN,Johnson&Johnson,2022/9/27
CAN,Medicago,2022/9/27
CAN,Moderna,2022/9/27
CAN,Novavax,2022/9/27
CAN,Oxford/AstraZeneca,2022/9/27
CAN,Pfizer/BioNTech,2022/9/27
CAN,Johnson&Johnson,2022/9/28
CAN,Medicago,2022/9/28
CAN,Moderna,2022/9/28
CAN,Novavax,2022/9/28
CAN,Oxford/AstraZeneca,2022/9/28
CAN,Pfizer/BioNTech,2022/9/28
CAN,Johnson&Johnson,2022/9/29
CAN,Medicago,2022/9/29
CAN,Moderna,2022/9/29
CAN,Novavax,2022/9/29
CAN,Oxford/AstraZeneca,2022/9/29
CAN,Pfizer/BioNTech,2022/9/29
CAN,Johnson&Johnson,2022/9/30
CAN,Medicago,2022/9/30
CAN,Moderna,2022/9/30
CAN,Novavax,2022/9/30
CAN,Oxford/AstraZeneca,2022/9/30
CAN,Pfizer/BioNTech,2022/9/30
CAN,Johnson&Johnson,2022/10/1
CAN,Medicago,2022/10/1
CAN,Moderna,2022/10/1
CAN,Novavax,2022/10/1
CAN,Oxford/AstraZeneca,2022/10/1
CAN,Pfizer/BioNTech,2022/10/1
CAN,Johnson&Johnson,2022/10/2
CAN,Medicago,2022/10/2
CAN,Moderna,2022/10/2
CAN,Novavax,2022/10/2
CAN,Oxford/AstraZeneca,2022/10/2
CAN,Pfizer/BioNTech,2022/10/2
CAN,Johnson&Johnson,2022/10/3
CAN,Medicago,2022/10/3
CAN,Moderna,2022/10/3
CAN,Novavax,2022/10/3
CAN,Oxford/AstraZeneca,2022/10/3
CAN,Pfizer/BioNTech,2022/10/3
CAN,Johnson&Johnson,2022/10/4
CAN,Medicago,2022/10/4
CAN,Moderna,2022/10/4
CAN,Novavax,2022/10/4
CAN,Oxford/AstraZeneca,2022/10/4
CAN,Pfizer/BioNTech,2022/10/4
CAN,Johnson&Johnson,2022/10/5
CAN,Medicago,2022/10/5
CAN,Moderna,2022/10/5
CAN,Novavax,2022/10/5
CAN,Oxford/AstraZeneca,2022/10/5
CAN,Pfizer/BioNTech,2022/10/5
CAN,Johnson&Johnson,2022/10/6
CAN,Medicago,2022/10/6
CAN,Moderna,2022/10/6
CAN,Novavax,2022/10/6
CAN,Oxford/AstraZeneca,2022/10/6
CAN,Pfizer/BioNTech,2022/10/6
CAN,Johnson&Johnson,2022/10/7
CAN,Medicago,2022/10/7
CAN,Moderna,2022/10/7
CAN,Novavax,2022/10/7
CAN,Oxford/AstraZeneca,2022/10/7
CAN,Pfizer/BioNTech,2022/10/7
CAN,Johnson&Johnson,2022/10/8
CAN,Medicago,2022/10/8
CAN,Moderna,2022/10/8
CAN,Novavax,2022/10/8
CAN,Oxford/AstraZeneca,2022/10/8
CAN,Pfizer/BioNTech,2022/10/8
CAN,Johnson&Johnson,2022/10/9
CAN,Medicago,2022/10/9
CAN,Moderna,2022/10/9
CAN,Novavax,2022/10/9
CAN,Oxford/AstraZeneca,2022/10/9
CAN,Pfizer/BioNTech,2022/10/9
CAN,Johnson&Johnson,2022/10/10
CAN,Medicago,2022/10/10
CAN,Moderna,2022/10/10
CAN,Novavax,2022/10/10
CAN,Oxford/AstraZeneca,2022/10/10
CAN,Pfizer/BioNTech,2022/10/10
CAN,Johnson&Johnson,2022/10/11
CAN,Medicago,2022/10/11
CAN,Moderna,2022/10/11
CAN,Novavax,2022/10/11
CAN,Oxford/AstraZeneca,2022/10/11
CAN,Pfizer/BioNTech,2022/10/11
CAN,Johnson&Johnson,2022/10/12
CAN,Medicago,2022/10/12
CAN,Moderna,2022/10/12
CAN,Novavax,2022/10/12
CAN,Oxford/AstraZeneca,2022/10/12
CAN,Pfizer/BioNTech,2022/10/12
CAN,Johnson&Johnson,2022/10/13
CAN,Medicago,2022/10/13
CAN,Moderna,2022/10/13
CAN,Novavax,2022/10/13
CAN,Oxford/AstraZeneca,2022/10/13
CAN,Pfizer/BioNTech,2022/10/13
CAN,Johnson&Johnson,2022/10/14
CAN,Medicago,2022/10/14
CAN,Moderna,2022/10/14
CAN,Novavax,2022/10/14
CAN,Oxford/AstraZeneca,2022/10/14
CAN,Pfizer/BioNTech,2022/10/14
CAN,Johnson&Johnson,2022/10/15
CAN,Medicago,2022/10/15
CAN,Moderna,2022/10/15
CAN,Novavax,2022/10/15
CAN,Oxford/AstraZeneca,2022/10/15
CAN,Pfizer/BioNTech,2022/10/15
CAN,Johnson&Johnson,2022/10/16
CAN,Medicago,2022/10/16
CAN,Moderna,2022/10/16
CAN,Novavax,2022/10/16
CAN,Oxford/AstraZeneca,2022/10/16
CAN,Pfizer/BioNTech,2022/10/16
CAN,Johnson&Johnson,2022/10/17
CAN,Medicago,2022/10/17
CAN,Moderna,2022/10/17
CAN,Novavax,2022/10/17
CAN,Oxford/AstraZeneca,2022/10/17
CAN,Pfizer/BioNTech,2022/10/17
CAN,Johnson&Johnson,2022/10/18
CAN,Medicago,2022/10/18
CAN,Moderna,2022/10/18
CAN,Novavax,2022/10/18
CAN,Oxford/AstraZeneca,2022/10/18
CAN,Pfizer/BioNTech,2022/10/18
CAN,Johnson&Johnson,2022/10/19
CAN,Medicago,2022/10/19
CAN,Moderna,2022/10/19
CAN,Novavax,2022/10/19
CAN,Oxford/AstraZeneca,2022/10/19
CAN,Pfizer/BioNTech,2022/10/19
CAN,Johnson&Johnson,2022/10/20
CAN,Medicago,2022/10/20
CAN,Moderna,2022/10/20
CAN,Novavax,2022/10/20
CAN,Oxford/AstraZeneca,2022/10/20
CAN,Pfizer/BioNTech,2022/10/20
CAN,Johnson&Johnson,2022/10/21
CAN,Medicago,2022/10/21
CAN,Moderna,2022/10/21
CAN,Novavax,2022/10/21
CAN,Oxford/AstraZeneca,2022/10/21
CAN,Pfizer/BioNTech,2022/10/21
CAN,Johnson&Johnson,2022/10/22
CAN,Medicago,2022/10/22
CAN,Moderna,2022/10/22
CAN,Novavax,2022/10/22
CAN,Oxford/AstraZeneca,2022/10/22
CAN,Pfizer/BioNTech,2022/10/22
CAN,Johnson&Johnson,2022/10/23
CAN,Medicago,2022/10/23
CAN,Moderna,2022/10/23
CAN,Novavax,2022/10/23
CAN,Oxford/AstraZeneca,2022/10/23
CAN,Pfizer/BioNTech,2022/10/23
CAN,Johnson&Johnson,2022/10/24
CAN,Medicago,2022/10/24
CAN,Moderna,2022/10/24
CAN,Novavax,2022/10/24
CAN,Oxford/AstraZeneca,2022/10/24
CAN,Pfizer/BioNTech,2022/10/24
CAN,Johnson&Johnson,2022/10/25
CAN,Medicago,2022/10/25
CAN,Moderna,2022/10/25
CAN,Novavax,2022/10/25
CAN,Oxford/AstraZeneca,2022/10/25
CAN,Pfizer/BioNTech,2022/10/25
CAN,Johnson&Johnson,2022/10/26
CAN,Medicago,2022/10/26
CAN,Moderna,2022/10/26
CAN,Novavax,2022/10/26
CAN,Oxford/AstraZeneca,2022/10/26
CAN,Pfizer/BioNTech,2022/10/26
CAN,Johnson&Johnson,2022/10/27
CAN,Medicago,2022/10/27
CAN,Moderna,2022/10/27
CAN,Novavax,2022/10/27
CAN,Oxford/AstraZeneca,2022/10/27
CAN,Pfizer/BioNTech,2022/10/27
CAN,Johnson&Johnson,2022/10/28
CAN,Medicago,2022/10/28
CAN,Moderna,2022/10/28
CAN,Novavax,2022/10/28
CAN,Oxford/AstraZeneca,2022/10/28
CAN,Pfizer/BioNTech,2022/10/28
CAN,Johnson&Johnson,2022/10/29
CAN,Medicago,2022/10/29
CAN,Moderna,2022/10/29
CAN,Novavax,2022/10/29
CAN,Oxford/AstraZeneca,2022/10/29
CAN,Pfizer/BioNTech,2022/10/29
CAN,Johnson&Johnson,2022/10/30
CAN,Medicago,2022/10/30
CAN,Moderna,2022/10/30
CAN,Novavax,2022/10/30
CAN,Oxford/AstraZeneca,2022/10/30
CAN,Pfizer/BioNTech,2022/10/30
CAN,Johnson&Johnson,2022/10/31
CAN,Medicago,2022/10/31
CAN,Moderna,2022/10/31
CAN,Novavax,2022/10/31
CAN,Oxford/AstraZeneca,2022/10/31
CAN,Pfizer/BioNTech,2022/10/31
CAN,Johnson&Johnson,2022/11/1
CAN,Medicago,2022/11/1
CAN,Moderna,2022/11/1
CAN,Novavax,2022/11/1
CAN,Oxford/AstraZeneca,2022/11/1
CAN,Pfizer/BioNTech,2022/11/1
CAN,Johnson&Johnson,2022/11/2
CAN,Medicago,2022/11/2
CAN,Moderna,2022/11/2
CAN,Novavax,2022/11/2
CAN,Oxford/AstraZeneca,2022/11/2
CAN,Pfizer/BioNTech,2022/11/2
CAN,Johnson&Johnson,2022/11/3
CAN,Medicago,2022/11/3
CAN,Moderna,2022/11/3
CAN,Novavax,2022/11/3
CAN,Oxford/AstraZeneca,2022/11/3
CAN,Pfizer/BioNTech,2022/11/3
CAN,Johnson&Johnson,2022/11/4
CAN,Medicago,2022/11/4
CAN,Moderna,2022/11/4
CAN,Novavax,2022/11/4
CAN,Oxford/AstraZeneca,2022/11/4
CAN,Pfizer/BioNTech,2022/11/4
CAN,Johnson&Johnson,2022/11/5
CAN,Medicago,2022/11/5
CAN,Moderna,2022/11/5
CAN,Novavax,2022/11/5
CAN,Oxford/AstraZeneca,2022/11/5
CAN,Pfizer/BioNTech,2022/11/5
CAN,Johnson&Johnson,2022/11/6
CAN,Medicago,2022/11/6
CAN,Moderna,2022/11/6
CAN,Novavax,2022/11/6
CAN,Oxford/AstraZeneca,2022/11/6
CAN,Pfizer/BioNTech,2022/11/6
CAN,Johnson&Johnson,2022/11/7
CAN,Medicago,2022/11/7
CAN,Moderna,2022/11/7
CAN,Novavax,2022/11/7
CAN,Oxford/AstraZeneca,2022/11/7
CAN,Pfizer/BioNTech,2022/11/7
CAN,Johnson&Johnson,2022/11/8
CAN,Medicago,2022/11/8
CAN,Moderna,2022/11/8
CAN,Novavax,2022/11/8
CAN,Oxford/AstraZeneca,2022/11/8
CAN,Pfizer/BioNTech,2022/11/8
CAN,Johnson&Johnson,2022/11/9
CAN,Medicago,2022/11/9
CAN,Moderna,2022/11/9
CAN,Novavax,2022/11/9
CAN,Oxford/AstraZeneca,2022/11/9
CAN,Pfizer/BioNTech,2022/11/9
CAN,Johnson&Johnson,2022/11/10
CAN,Medicago,2022/11/10
CAN,Moderna,2022/11/10
CAN,Novavax,2022/11/10
CAN,Oxford/AstraZeneca,2022/11/10
CAN,Pfizer/BioNTech,2022/11/10
CAN,Johnson&Johnson,2022/11/11
CAN,Medicago,2022/11/11
CAN,Moderna,2022/11/11
CAN,Novavax,2022/11/11
CAN,Oxford/AstraZeneca,2022/11/11
CAN,Pfizer/BioNTech,2022/11/11
CAN,Johnson&Johnson,2022/11/12
CAN,Medicago,2022/11/12
CAN,Moderna,2022/11/12
CAN,Novavax,2022/11/12
CAN,Oxford/AstraZeneca,2022/11/12
CAN,Pfizer/BioNTech,2022/11/12
CAN,Johnson&Johnson,2022/11/13
CAN,Medicago,2022/11/13
CAN,Moderna,2022/11/13
CAN,Novavax,2022/11/13
CAN,Oxford/AstraZeneca,2022/11/13
CAN,Pfizer/BioNTech,2022/11/13
CAN,Johnson&Johnson,2022/11/14
CAN,Medicago,2022/11/14
CAN,Moderna,2022/11/14
CAN,Novavax,2022/11/14
CAN,Oxford/AstraZeneca,2022/11/14
CAN,Pfizer/BioNTech,2022/11/14
CAN,Johnson&Johnson,2022/11/15
CAN,Medicago,2022/11/15
CAN,Moderna,2022/11/15
CAN,Novavax,2022/11/15
CAN,Oxford/AstraZeneca,2022/11/15
CAN,Pfizer/BioNTech,2022/11/15
CAN,Johnson&Johnson,2022/11/16
CAN,Medicago,2022/11/16
CAN,Moderna,2022/11/16
CAN,Novavax,2022/11/16
CAN,Oxford/AstraZeneca,2022/11/16
CAN,Pfizer/BioNTech,2022/11/16
CAN,Johnson&Johnson,2022/11/17
CAN,Medicago,2022/11/17
CAN,Moderna,2022/11/17
CAN,Novavax,2022/11/17
CAN,Oxford/AstraZeneca,2022/11/17
CAN,Pfizer/BioNTech,2022/11/17
CAN,Johnson&Johnson,2022/11/18
CAN,Medicago,2022/11/18
CAN,Moderna,2022/11/18
CAN,Novavax,2022/11/18
CAN,Oxford/AstraZeneca,2022/11/18
CAN,Pfizer/BioNTech,2022/11/18
CAN,Johnson&Johnson,2022/11/20
CAN,Medicago,2022/11/20
CAN,Moderna,2022/11/20
CAN,Novavax,2022/11/20
CAN,Oxford/AstraZeneca,2022/11/20
CAN,Pfizer/BioNTech,2022/11/20
CAN,Johnson&Johnson,2022/11/21
CAN,Medicago,2022/11/21
CAN,Moderna,2022/11/21
CAN,Novavax,2022/11/21
CAN,Oxford/AstraZeneca,2022/11/21
CAN,Pfizer/BioNTech,2022/11/21
CAN,Johnson&Johnson,2022/11/22
CAN,Medicago,2022/11/22
CAN,Moderna,2022/11/22
CAN,Novavax,2022/11/22
CAN,Oxford/AstraZeneca,2022/11/22
CAN,Pfizer/BioNTech,2022/11/22
CAN,Johnson&Johnson,2022/11/23
CAN,Medicago,2022/11/23
CAN,Moderna,2022/11/23
CAN,Novavax,2022/11/23
CAN,Oxford/AstraZeneca,2022/11/23
CAN,Pfizer/BioNTech,2022/11/23
CAN,Johnson&Johnson,2022/11/24
CAN,Medicago,2022/11/24
CAN,Moderna,2022/11/24
CAN,Novavax,2022/11/24
CAN,Oxford/AstraZeneca,2022/11/24
CAN,Pfizer/BioNTech,2022/11/24
CAN,Johnson&Johnson,2022/11/25
CAN,Medicago,2022/11/25
CAN,Moderna,2022/11/25
CAN,Novavax,2022/11/25
CAN,Oxford/AstraZeneca,2022/11/25
CAN,Pfizer/BioNTech,2022/11/25
CAN,Johnson&Johnson,2022/11/26
CAN,Medicago,2022/11/26
CAN,Moderna,2022/11/26
CAN,Novavax,2022/11/26
CAN,Oxford/AstraZeneca,2022/11/26
CAN,Pfizer/BioNTech,2022/11/26
CAN,Johnson&Johnson,2022/11/27
CAN,Medicago,2022/11/27
CAN,Moderna,2022/11/27
CAN,Novavax,2022/11/27
CAN,Oxford/AstraZeneca,2022/11/27
CAN,Pfizer/BioNTech,2022/11/27
CAN,Johnson&Johnson,2022/11/28
CAN,Medicago,2022/11/28
CAN,Moderna,2022/11/28
CAN,Novavax,2022/11/28
CAN,Oxford/AstraZeneca,2022/11/28
CAN,Pfizer/BioNTech,2022/11/28
CAN,Johnson&Johnson,2022/11/29
CAN,Medicago,2022/11/29
CAN,Moderna,2022/11/29
CAN,Novavax,2022/11/29
CAN,Oxford/AstraZeneca,2022/11/29
CAN,Pfizer/BioNTech,2022/11/29
CAN,Johnson&Johnson,2022/11/30
CAN,Medicago,2022/11/30
CAN,Moderna,2022/11/30
CAN,Novavax,2022/11/30
CAN,Oxford/AstraZeneca,2022/11/30
CAN,Pfizer/BioNTech,2022/11/30
CAN,Johnson&Johnson,2022/12/1
CAN,Medicago,2022/12/1
CAN,Moderna,2022/12/1
CAN,Novavax,2022/12/1
CAN,Oxford/AstraZeneca,2022/12/1
CAN,Pfizer/BioNTech,2022/12/1
CAN,Johnson&Johnson,2022/12/2
CAN,Medicago,2022/12/2
CAN,Moderna,2022/12/2
CAN,Novavax,2022/12/2
CAN,Oxford/AstraZeneca,2022/12/2
CAN,Pfizer/BioNTech,2022/12/2
CAN,Johnson&Johnson,2022/12/4
CAN,Medicago,2022/12/4
CAN,Moderna,2022/12/4
CAN,Novavax,2022/12/4
CAN,Oxford/AstraZeneca,2022/12/4
CAN,Pfizer/BioNTech,2022/12/4
CAN,Johnson&Johnson,2022/12/5
CAN,Medicago,2022/12/5
CAN,Moderna,2022/12/5
CAN,Novavax,2022/12/5
CAN,Oxford/AstraZeneca,2022/12/5
CAN,Pfizer/BioNTech,2022/12/5
CAN,Johnson&Johnson,2022/12/6
CAN,Medicago,2022/12/6
CAN,Moderna,2022/12/6
CAN,Novavax,2022/12/6
CAN,Oxford/AstraZeneca,2022/12/6
CAN,Pfizer/BioNTech,2022/12/6
CAN,Johnson&Johnson,2022/12/7
CAN,Medicago,2022/12/7
CAN,Moderna,2022/12/7
CAN,Novavax,2022/12/7
CAN,Oxford/AstraZeneca,2022/12/7
CAN,Pfizer/BioNTech,2022/12/7
CAN,Johnson&Johnson,2022/12/8
CAN,Medicago,2022/12/8
CAN,Moderna,2022/12/8
CAN,Novavax,2022/12/8
CAN,Oxford/AstraZeneca,2022/12/8
CAN,Pfizer/BioNTech,2022/12/8
CAN,Johnson&Johnson,2022/12/9
CAN,Medicago,2022/12/9
CAN,Moderna,2022/12/9
CAN,Novavax,2022/12/9
CAN,Oxford/AstraZeneca,2022/12/9
CAN,Pfizer/BioNTech,2022/12/9
CAN,Johnson&Johnson,2022/12/12
CAN,Medicago,2022/12/12
CAN,Moderna,2022/12/12
CAN,Novavax,2022/12/12
CAN,Oxford/AstraZeneca,2022/12/12
CAN,Pfizer/BioNTech,2022/12/12
CAN,Johnson&Johnson,2022/12/16
CAN,Medicago,2022/12/16
CAN,Moderna,2022/12/16
CAN,Novavax,2022/12/16
CAN,Oxford/AstraZeneca,2022/12/16
CAN,Pfizer/BioNTech,2022/12/16
CAN,Johnson&Johnson,2022/12/18
CAN,Medicago,2022/12/18
CAN,Moderna,2022/12/18
CAN,Novavax,2022/12/18
CAN,Oxford/AstraZeneca,2022/12/18
CAN,Pfizer/BioNTech,2022/12/18
CAN,Johnson&Johnson,2022/12/19
CAN,Medicago,2022/12/19
CAN,Moderna,2022/12/19
CAN,Novavax,2022/12/19
CAN,Oxford/AstraZeneca,2022/12/19
CAN,Pfizer/BioNTech,2022/12/19
CAN,Johnson&Johnson,2022/12/20
CAN,Medicago,2022/12/20
CAN,Moderna,2022/12/20
CAN,Novavax,2022/12/20
CAN,Oxford/AstraZeneca,2022/12/20
CAN,Pfizer/BioNTech,2022/12/20
CAN,Johnson&Johnson,2022/12/21
CAN,Medicago,2022/12/21
CAN,Moderna,2022/12/21
CAN,Novavax,2022/12/21
CAN,Oxford/AstraZeneca,2022/12/21
CAN,Pfizer/BioNTech,2022/12/21
CAN,Johnson&Johnson,2022/12/22
CAN,Medicago,2022/12/22
CAN,Moderna,2022/12/22
CAN,Novavax,2022/12/22
CAN,Oxford/AstraZeneca,2022/12/22
CAN,Pfizer/BioNTech,2022/12/22
CAN,Johnson&Johnson,2022/12/23
CAN,Medicago,2022/12/23
CAN,Moderna,2022/12/23
CAN,Novavax,2022/12/23
CAN,Oxford/AstraZeneca,2022/12/23
CAN,Pfizer/BioNTech,2022/12/23
CAN,Johnson&Johnson,2022/12/24
CAN,Medicago,2022/12/24
CAN,Moderna,2022/12/24
CAN,Novavax,2022/12/24
CAN,Oxford/AstraZeneca,2022/12/24
CAN,Pfizer/BioNTech,2022/12/24
CAN,Johnson&Johnson,2022/12/25
CAN,Medicago,2022/12/25
CAN,Moderna,2022/12/25
CAN,Novavax,2022/12/25
CAN,Oxford/AstraZeneca,2022/12/25
CAN,Pfizer/BioNTech,2022/12/25
CAN,Johnson&Johnson,2022/12/26
CAN,Medicago,2022/12/26
CAN,Moderna,2022/12/26
CAN,Novavax,2022/12/26
CAN,Oxford/AstraZeneca,2022/12/26
CAN,Pfizer/BioNTech,2022/12/26
CAN,Johnson&Johnson,2022/12/27
CAN,Medicago,2022/12/27
CAN,Moderna,2022/12/27
CAN,Novavax,2022/12/27
CAN,Oxford/AstraZeneca,2022/12/27
CAN,Pfizer/BioNTech,2022/12/27
CAN,Johnson&Johnson,2022/12/28
CAN,Medicago,2022/12/28
CAN,Moderna,2022/12/28
CAN,Novavax,2022/12/28
CAN,Oxford/AstraZeneca,2022/12/28
CAN,Pfizer/BioNTech,2022/12/28
CAN,Johnson&Johnson,2022/12/29
CAN,Medicago,2022/12/29
CAN,Moderna,2022/12/29
CAN,Novavax,2022/12/29
CAN,Oxford/AstraZeneca,2022/12/29
CAN,Pfizer/BioNTech,2022/12/29
CAN,Johnson&Johnson,2022/12/30
CAN,Medicago,2022/12/30
CAN,Moderna,2022/12/30
CAN,Novavax,2022/12/30
CAN,Oxford/AstraZeneca,2022/12/30
CAN,Pfizer/BioNTech,2022/12/30
CAN,Johnson&Johnson,2022/12/31
CAN,Medicago,2022/12/31
CAN,Moderna,2022/12/31
CAN,Novavax,2022/12/31
CAN,Oxford/AstraZeneca,2022/12/31
CAN,Pfizer/BioNTech,2022/12/31
CAN,Johnson&Johnson,2023/1/1
CAN,Medicago,2023/1/1
CAN,Moderna,2023/1/1
CAN,Novavax,2023/1/1
CAN,Oxford/AstraZeneca,2023/1/1
CAN,Pfizer/BioNTech,2023/1/1
CAN,Johnson&Johnson,2023/1/2
CAN,Medicago,2023/1/2
CAN,Moderna,2023/1/2
CAN,Novavax,2023/1/2
CAN,Oxford/AstraZeneca,2023/1/2
CAN,Pfizer/BioNTech,2023/1/2
CAN,Johnson&Johnson,2023/1/3
CAN,Medicago,2023/1/3
CAN,Moderna,2023/1/3
CAN,Novavax,2023/1/3
CAN,Oxford/AstraZeneca,2023/1/3
CAN,Pfizer/BioNTech,2023/1/3
CAN,Johnson&Johnson,2023/1/4
CAN,Medicago,2023/1/4
CAN,Moderna,2023/1/4
CAN,Novavax,2023/1/4
CAN,Oxford/AstraZeneca,2023/1/4
CAN,Pfizer/BioNTech,2023/1/4
CAN,Johnson&Johnson,2023/1/5
CAN,Medicago,2023/1/5
CAN,Moderna,2023/1/5
CAN,Novavax,2023/1/5
CAN,Oxford/AstraZeneca,2023/1/5
CAN,Pfizer/BioNTech,2023/1/5
CAN,Johnson&Johnson,2023/1/6
CAN,Medicago,2023/1/6
CAN,Moderna,2023/1/6
CAN,Novavax,2023/1/6
CAN,Oxford/AstraZeneca,2023/1/6
CAN,Pfizer/BioNTech,2023/1/6
CAN,Johnson&Johnson,2023/1/7
CAN,Medicago,2023/1/7
CAN,Moderna,2023/1/7
CAN,Novavax,2023/1/7
CAN,Oxford/AstraZeneca,2023/1/7
CAN,Pfizer/BioNTech,2023/1/7
CAN,Johnson&Johnson,2023/1/8
CAN,Medicago,2023/1/8
CAN,Moderna,2023/1/8
CAN,Novavax,2023/1/8
CAN,Oxford/AstraZeneca,2023/1/8
CAN,Pfizer/BioNTech,2023/1/8
CAN,Johnson&Johnson,2023/1/9
CAN,Medicago,2023/1/9
CAN,Moderna,2023/1/9
CAN,Novavax,2023/1/9
CAN,Oxford/AstraZeneca,2023/1/9
CAN,Pfizer/BioNTech,2023/1/9
CAN,Johnson&Johnson,2023/1/10
CAN,Medicago,2023/1/10
CAN,Moderna,2023/1/10
CAN,Novavax,2023/1/10
CAN,Oxford/AstraZeneca,2023/1/10
CAN,Pfizer/BioNTech,2023/1/10
CAN,Johnson&Johnson,2023/1/11
CAN,Medicago,2023/1/11
CAN,Moderna,2023/1/11
CAN,Novavax,2023/1/11
CAN,Oxford/AstraZeneca,2023/1/11
CAN,Pfizer/BioNTech,2023/1/11
CAN,Johnson&Johnson,2023/1/12
CAN,Medicago,2023/1/12
CAN,Moderna,2023/1/12
CAN,Novavax,2023/1/12
CAN,Oxford/AstraZeneca,2023/1/12
CAN,Pfizer/BioNTech,2023/1/12
CAN,Johnson&Johnson,2023/1/13
CAN,Medicago,2023/1/13
CAN,Moderna,2023/1/13
CAN,Novavax,2023/1/13
CAN,Oxford/AstraZeneca,2023/1/13
CAN,Pfizer/BioNTech,2023/1/13
CAN,Johnson&Johnson,2023/1/14
CAN,Medicago,2023/1/14
CAN,Moderna,2023/1/14
CAN,Novavax,2023/1/14
CAN,Oxford/AstraZeneca,2023/1/14
CAN,Pfizer/BioNTech,2023/1/14
CAN,Johnson&Johnson,2023/1/15
CAN,Medicago,2023/1/15
CAN,Moderna,2023/1/15
CAN,Novavax,2023/1/15
CAN,Oxford/AstraZeneca,2023/1/15
CAN,Pfizer/BioNTech,2023/1/15
CAN,Johnson&Johnson,2023/1/16
CAN,Medicago,2023/1/16
CAN,Moderna,2023/1/16
CAN,Novavax,2023/1/16
CAN,Oxford/AstraZeneca,2023/1/16
CAN,Pfizer/BioNTech,2023/1/16
CAN,Johnson&Johnson,2023/1/17
CAN,Medicago,2023/1/17
CAN,Moderna,2023/1/17
CAN,Novavax,2023/1/17
CAN,Oxford/AstraZeneca,2023/1/17
CAN,Pfizer/BioNTech,2023/1/17
CAN,Johnson&Johnson,2023/1/18
CAN,Medicago,2023/1/18
CAN,Moderna,2023/1/18
CAN,Novavax,2023/1/18
CAN,Oxford/AstraZeneca,2023/1/18
CAN,Pfizer/BioNTech,2023/1/18
CAN,Johnson&Johnson,2023/1/19
CAN,Medicago,2023/1/19
CAN,Moderna,2023/1/19
CAN,Novavax,2023/1/19
CAN,Oxford/AstraZeneca,2023/1/19
CAN,Pfizer/BioNTech,2023/1/19
CAN,Johnson&Johnson,2023/1/20
CAN,Medicago,2023/1/20
CAN,Moderna,2023/1/20
CAN,Novavax,2023/1/20
CAN,Oxford/AstraZeneca,2023/1/20
CAN,Pfizer/BioNTech,2023/1/20
CAN,Johnson&Johnson,2023/1/21
CAN,Medicago,2023/1/21
CAN,Moderna,2023/1/21
CAN,Novavax,2023/1/21
CAN,Oxford/AstraZeneca,2023/1/21
CAN,Pfizer/BioNTech,2023/1/21
CAN,Johnson&Johnson,2023/1/22
CAN,Medicago,2023/1/22
CAN,Moderna,2023/1/22
CAN,Novavax,2023/1/22
CAN,Oxford/AstraZeneca,2023/1/22
CAN,Pfizer/BioNTech,2023/1/22
CAN,Johnson&Johnson,2023/1/23
CAN,Medicago,2023/1/23
CAN,Moderna,2023/1/23
CAN,Novavax,2023/1/23
CAN,Oxford/AstraZeneca,2023/1/23
CAN,Pfizer/BioNTech,2023/1/23
CAN,Johnson&Johnson,2023/1/24
CAN,Medicago,2023/1/24
CAN,Moderna,2023/1/24
CAN,Novavax,2023/1/24
CAN,Oxford/AstraZeneca,2023/1/24
CAN,Pfizer/BioNTech,2023/1/24
CAN,Johnson&Johnson,2023/1/25
CAN,Medicago,2023/1/25
CAN,Moderna,2023/1/25
CAN,Novavax,2023/1/25
CAN,Oxford/AstraZeneca,2023/1/25
CAN,Pfizer/BioNTech,2023/1/25
CAN,Johnson&Johnson,2023/1/26
